N|N0003|200106|AEF|12|23|75|218009|26900|189809|0|16200|48977|27600|74632|17600|0.0269|0.046|24600|0.0159|75|147109|249|18100|0.0198|93
N|N0003|200106|AEF|12|24|28|167652|17300|130797|0|0|30500|13599|55298|19600|-0.0012|0.0286|8900|0.0128|139|113797|879|8100|0.02|38
N|N0003|200106|AEF|13|21|36|10132|1560|8472|0|500|1300|600|3400|2272|-0.0112|||||||||
N|N0003|200106|AEF|13|22|103|89260|12100|72960|0|3930|3910|4850|21345|27425|-0.0229|||||||||
N|N0003|200106|AEF|13|23|59|165265|22700|99421|0|100|3900|220|30001|35700|-0.0269|||||||||
N|N0003|200106|AEF|13|24|39|225928|59600|101874|0|199|1499|0|20277|53699|-0.0428|||||||||
N|N0003|200106|AEF|14|21|9|2250|1240|1010|0|0|0|100|0|300|-0.0344|||||||||
N|N0003|200106|AEF|14|22|27|29120|8700|16760|0|0|0|600|4285|9675|-0.0146|||||||||
N|N0003|200106|AEF|14|23|29|76580|8300|48780|0|200|0|0|5980|20200|-0.0482|||||||||
N|N0003|200106|AEF|14|24|11|56700|30000|10000|0|0|0|0|0|6900|-0.0615|||||||||
N|N0003|200106|AEF|15|21|5|1800|600|400|0|0|0|0|0|400|0.09|||||||||
N|N0003|200106|AEF|15|22|18|18100|3200|9600|0|0|0|0|1200|2400|-0.0243|||||||||
N|N0003|200106|AEF|15|23|14|42308|5000|6488|0|0|0|0|0|2088|-0.04|||||||||
N|N0003|200106|AEF|15|24|8|40000|20000|10000|0|0|0|0|0|0|-0.0584|||||||||
N|N0003|200106|AET|11|21|2439|472785|900|471531|300|213068|162069|63465|32949|280|0.0069|0.0217|214120|0.0315|22|224763|16|32948|0.035|26
N|N0003|200106|AET|11|22|1095|915605|13380|900625|600|360368|384629|106386|49087|755|0.0039|0.0286|311892|0.0316|23|488640|15|100693|0.0316|22
N|N0003|200106|AET|11|23|193|533258|7900|524158|1200|104346|278279|99500|41233|2000|0.0157|0.0411|175073|0.028|33|253830|20|96455|0.05|38
N|N0003|200106|AET|11|24|51|327959|0|327459|500|34215|138902|96942|57900|0|0.0368|0.1069|60002|0.0217|31|93257|26|174700|0.0775|37
N|N0003|200106|AET|12|21|1885|400347|56170|342277|1300|207011|91285|30545|14036|300|-0.0032|0.016|81368|0.0252|32|250709|12|11500|0.016|34
N|N0003|200106|AET|12|22|1437|1251752|127700|1118252|4400|593581|353617|108486|61268|4100|-0.01|0.0188|230840|0.0293|32|857834|21|33978|0.02|30
N|N0003|200106|AET|12|23|355|981613|97700|874613|4700|339591|346575|116547|59700|13200|0.0009|0.0263|171234|0.0218|28|640279|48|67800|0.0259|23
N|N0003|200106|AET|12|24|159|985192|183692|798400|3000|213400|358200|89300|105900|19100|0.0005|0.0304|151700|0.0242|27|540100|64|109600|0.0237|574
N|N0003|200106|AET|13|21|4063|951555|546764|389816|11100|134096|113135|48355|90295|13594|-0.0098|||||||||
N|N0003|200106|AET|13|22|1726|1621155|802354|798301|13400|192721|245801|115736|205168|45700|0.0052|||||||||
N|N0003|200106|AET|13|23|292|827711|430929|369782|9200|52211|107190|68800|89881|50900|0.0165|||||||||
N|N0003|200106|AET|13|24|74|465675|186900|243707|6600|17900|57884|51123|78600|42900|0.0124|||||||||
N|N0003|200106|AET|14|21|2820|454329|277607|166082|6400|16414|30266|27465|73868|23677|0.0186|||||||||
N|N0003|200106|AET|14|22|1424|1310371|891189|386982|6700|25258|59070|52878|179241|74935|0.028|||||||||
N|N0003|200106|AET|14|23|284|855549|520258|311051|6500|5100|57931|32510|147410|60700|0.0288|||||||||
N|N0003|200106|AET|14|24|40|246144|97900|133945|0|5799|19000|25600|53746|29800|0.0637|||||||||
N|N0003|200106|AET|15|21|1214|203107|169331|26478|1100|2100|4176|2946|10928|6128|0.0097|||||||||
N|N0003|200106|AET|15|22|1194|1242461|1105383|77778|0|1600|8500|7664|30001|21013|0.0538|||||||||
N|N0003|200106|AET|15|23|229|636039|520100|47500|2100|2000|100|16800|14700|12900|-0.0508|||||||||
N|N0003|200106|AET|15|24|22|133066|75700|20000|0|0|0|0|5000|10000|0.085|||||||||
N|N0003|200106|AGC|11|21|6689|1443428|2747|1438956|1000|588445|574302|188125|88940|0|0.0076|0.0283|603123|0.0256|22|661220|16|175613|0.0329|31
N|N0003|200106|AGC|11|22|1623|1355593|6400|1345693|1700|475766|588673|190987|91967|0|0.0139|0.0326|521690|0.0263|24|626713|17|198990|0.0347|31
N|N0003|200106|AGC|11|23|305|857588|7700|845888|0|189984|449547|154940|46817|4600|0.0332|0.0373|260702|0.029|24|357265|19|227921|0.0285|30
N|N0003|200106|AGC|11|24|89|522840|0|522840|0|91289|252849|129395|49307|0|0.0443|0.0608|110803|0.0194|41|223338|20|188699|0.0414|32
